Function / Call Stack,CPI Rate,CPU_CLK_UNHALTED.THREAD,CPU_CLK_UNHALTED.REF_TSC,INST_RETIRED.ANY,INST_RETIRED.PREC_DIST,OFFCORE_RESPONSE:request=DEMAND_RFO:response=L3_HIT.SNOOP_HITM,BR_MISP_RETIRED.ALL_BRANCHES_PS,CYCLE_ACTIVITY.STALLS_MEM_ANY,FRONTEND_RETIRED.DSB_MISS_PS,FRONTEND_RETIRED.L2_MISS_PS,FRONTEND_RETIRED.LATENCY_GE_16_PS,FRONTEND_RETIRED.LATENCY_GE_2_BUBBLES_GE_1_PS,FRONTEND_RETIRED.STLB_MISS_PS,MEM_INST_RETIRED.ALL_STORES_PS,MEM_INST_RETIRED.LOCK_LOADS_PS,MEM_INST_RETIRED.SPLIT_LOADS_PS,MEM_INST_RETIRED.SPLIT_STORES_PS,MEM_INST_RETIRED.STLB_MISS_LOADS_PS,MEM_INST_RETIRED.STLB_MISS_STORES_PS,MEM_LOAD_L3_HIT_RETIRED.XSNP_HITM_PS,MEM_LOAD_L3_HIT_RETIRED.XSNP_HIT_PS,MEM_LOAD_L3_HIT_RETIRED.XSNP_MISS_PS,MEM_LOAD_RETIRED.FB_HIT_PS,MEM_LOAD_RETIRED.L1_HIT_PS,MEM_LOAD_RETIRED.L1_MISS_PS,MEM_LOAD_RETIRED.L2_HIT_PS,MEM_LOAD_RETIRED.L3_HIT_PS,MEM_LOAD_RETIRED.L3_MISS_PS,ARITH.DIVIDER_ACTIVE,BACLEARS.ANY,CPU_CLK_UNHALTED.ONE_THREAD_ACTIVE,CPU_CLK_UNHALTED.REF_XCLK,CPU_CLK_UNHALTED.THREAD_P,CYCLE_ACTIVITY.STALLS_L1D_MISS,CYCLE_ACTIVITY.STALLS_L2_MISS,CYCLE_ACTIVITY.STALLS_L3_MISS,DSB2MITE_SWITCHES.PENALTY_CYCLES,DTLB_LOAD_MISSES.STLB_HIT,DTLB_LOAD_MISSES.WALK_ACTIVE,DTLB_STORE_MISSES.STLB_HIT,DTLB_STORE_MISSES.WALK_ACTIVE,EXE_ACTIVITY.1_PORTS_UTIL,EXE_ACTIVITY.2_PORTS_UTIL,EXE_ACTIVITY.BOUND_ON_STORES,EXE_ACTIVITY.EXE_BOUND_0_PORTS,FP_ARITH_INST_RETIRED.128B_PACKED_DOUBLE,FP_ARITH_INST_RETIRED.128B_PACKED_SINGLE,FP_ARITH_INST_RETIRED.256B_PACKED_DOUBLE,FP_ARITH_INST_RETIRED.256B_PACKED_SINGLE,FP_ARITH_INST_RETIRED.SCALAR_DOUBLE,FP_ARITH_INST_RETIRED.SCALAR_SINGLE,FP_ASSIST.ANY,ICACHE_16B.IFDATA_STALL,ICACHE_16B.IFDATA_STALL:cmask=1:e=yes,ICACHE_64B.IFTAG_STALL,IDQ.ALL_DSB_CYCLES_4_UOPS,IDQ.ALL_DSB_CYCLES_ANY_UOPS,IDQ.ALL_MITE_CYCLES_4_UOPS,IDQ.ALL_MITE_CYCLES_ANY_UOPS,IDQ.DSB_UOPS,IDQ.MITE_UOPS,IDQ.MS_SWITCHES,IDQ.MS_UOPS,IDQ_UOPS_NOT_DELIVERED.CORE,IDQ_UOPS_NOT_DELIVERED.CYCLES_0_UOPS_DELIV.CORE,ILD_STALL.LCP,INT_MISC.CLEAR_RESTEER_CYCLES,INT_MISC.RECOVERY_CYCLES,L1D_PEND_MISS.FB_FULL:cmask=1,L1D_PEND_MISS.PENDING,L2_RQSTS.RFO_HIT,LD_BLOCKS.NO_SR,LD_BLOCKS.STORE_FORWARD,LD_BLOCKS_PARTIAL.ADDRESS_ALIAS,LSD.CYCLES_4_UOPS,LSD.CYCLES_ACTIVE,LSD.UOPS,MACHINE_CLEARS.COUNT,OFFCORE_REQUESTS_BUFFER.SQ_FULL,OFFCORE_REQUESTS_OUTSTANDING.ALL_DATA_RD:cmask=4,OFFCORE_REQUESTS_OUTSTANDING.CYCLES_WITH_DATA_RD,OFFCORE_REQUESTS_OUTSTANDING.CYCLES_WITH_DEMAND_RFO,OTHER_ASSISTS.ANY,RS_EVENTS.EMPTY_CYCLES,RS_EVENTS.EMPTY_END,UOPS_DISPATCHED_PORT.PORT_0,UOPS_DISPATCHED_PORT.PORT_1,UOPS_DISPATCHED_PORT.PORT_2,UOPS_DISPATCHED_PORT.PORT_3,UOPS_DISPATCHED_PORT.PORT_4,UOPS_DISPATCHED_PORT.PORT_5,UOPS_DISPATCHED_PORT.PORT_6,UOPS_DISPATCHED_PORT.PORT_7,UOPS_EXECUTED.CORE_CYCLES_GE_1,UOPS_EXECUTED.CORE_CYCLES_GE_2,UOPS_EXECUTED.CORE_CYCLES_GE_3,UOPS_EXECUTED.CORE_CYCLES_NONE,UOPS_EXECUTED.THREAD,UOPS_EXECUTED.X87,UOPS_ISSUED.ANY,UOPS_RETIRED.RETIRE_SLOTS,VECTORIZABLE
s1111,0.627,21575000000,15925000000,34425000000,31460047190,0,0,1560002340,0,0,0,0,0,1820002730,0,0,0,0,0,0,0,0,13000390,2600003900,13000390,0,0,0,0,0,140442120,137841340,19500029250,0,0,0,0,0,0,91002730,0,5460008190,6760010140,0,0,0,12480018720,0,0,0,0,0,0,0,0,6240009360,6500009750,0,0,33020049530,0,0,0,0,0,0,0,0,0,0,442006630,0,0,312009360,0,0,0,0,0,1560002340,8580012870,780001170,0,0,0,8840013260,9360014040,5460008190,4680007020,5720008580,5460008190,1560002340,0,18200027300,13260019890,6500009750,1820002730,41340062010,0,30940046410,30680046020,Y
s1115,0.757,23325000000,16950000000,30825000000,28080042120,0,0,2600003900,0,0,0,0,0,1560002340,0,0,0,0,0,0,0,0,468014040,4680007020,2847085410,2704081120,169070980,0,0,0,158647580,156046800,22360033540,2340003510,780001170,0,0,520000780,26000780,0,0,5200007800,5980008970,0,260000390,0,0,0,0,0,9620014430,0,0,0,0,5200007800,7540011310,0,0,28080042120,0,0,0,260000390,0,0,0,260000390,0,61100091650,0,0,0,78002340,0,0,0,0,520000780,5460008190,14040021060,0,0,260000390,0,4680007020,4940007410,9360014040,9620014430,4680007020,7800011700,4160006240,0,18980028470,14040021060,8320012480,2600003900,44720067080,0,26000039000,26000039000,Y
s1119,0.561,25700000000,18425000000,45850000000,44200066300,0,0,1560002340,13000910,0,0,0,0,2600003900,0,0,0,0,0,0,0,0,13000390,11180016770,0,0,0,0,0,0,170351090,170351090,24960037440,0,0,0,0,0,0,39001170,0,2340003510,5720008580,0,260000390,0,0,0,0,0,9360014040,0,0,0,0,9360014040,9360014040,0,0,37180055770,0,0,0,0,0,0,0,0,0,0,494007410,0,0,0,0,0,0,0,0,520000780,8580012870,1560002340,0,0,0,4420006630,4680007020,13780020670,14040021060,9360014040,12740019110,5980008970,0,21840032760,19760029640,13780020670,1820002730,68380102570,0,39260058890,39260058890,Y
s114,0.803,15950000000,11925000000,19875000000,18980028470,0,0,1820002730,13000910,0,0,0,0,1300001950,0,0,0,0,0,0,0,0,1131033930,1560002340,2678080340,2600078000,78032760,0,0,0,104031200,104031200,14560021840,1820002730,780001170,0,0,0,0,39001170,0,3640005460,3640005460,0,0,0,0,0,0,0,4420006630,0,0,0,0,3120004680,4420006630,0,0,18980028470,0,0,0,260000390,0,0,0,0,4160006240,127660191490,260003900,0,0,0,0,0,0,0,1820002730,2340003510,10920016380,2080003120,0,0,0,2860004290,2860004290,6240009360,6500009750,5200007800,8580012870,2080003120,2860004290,14300021450,10400015600,6240009360,1820002730,34580051870,0,19500029250,18200027300,Y
s115,0.396,22475000000,16425000000,56750000000,53560080340,0,52001170,260000390,0,0,0,13000910,0,1820002730,0,0,0,0,0,0,0,0,1287038610,6240009360,169005070,169005070,0,0,0,0,143042900,149544850,20540030810,260000390,0,0,0,0,0,0,0,1300001950,5200007800,0,0,0,11440017160,0,0,0,780001170,0,0,0,0,10920016380,11960017940,0,0,51220076830,0,0,0,260000390,0,0,260000390,260000390,0,4680007020,0,0,0,1482044460,0,0,0,0,0,260000390,780001170,0,0,0,0,8060012090,8320012480,9360014040,9620014430,5980008970,16640024960,8320012480,0,20280030420,18980028470,13780020670,520000780,66040099060,0,49400074100,48360072540,Y
s116,0.421,64675000000,46475000000,153625000000,143260214890,0,0,520000780,0,0,0,0,0,6760010140,0,2561076830,1274038220,0,0,0,0,0,104003120,27300040950,0,0,0,0,0,0,418725580,418725580,60580090870,0,0,0,0,0,0,0,0,4940007410,11960017940,0,0,0,11960017940,0,0,0,11960017940,0,0,0,0,23920035880,23920035880,0,0,131560197340,0,0,0,260000390,0,0,0,0,0,260000390,0,0,0,0,0,0,0,0,0,0,520000780,0,0,0,0,12480018720,12220018330,31200046800,33280049920,24440036660,55900083850,30160045240,8580012870,60840091260,55900083850,43680065520,1040001560,205140307710,0,131820197730,131560197340,Y
s1161,0.545,20925000000,15500000000,38400000000,35880053820,0,0,1040001560,0,0,0,0,0,1040001560,0,0,0,0,0,0,0,0,26000780,4160006240,0,0,0,0,0,0,139141730,137841340,19500029250,0,0,0,0,0,0,0,0,4420006630,6240009360,0,0,0,5980008970,0,0,0,0,0,0,0,0,6240009360,6760010140,0,0,34840052260,0,0,0,260000390,0,0,0,0,0,260000390,0,0,0,1482044460,0,0,0,0,0,7800011700,16640024960,0,0,0,0,9100013650,9360014040,5460008190,5200007800,3120004680,10140015210,3120004680,0,18460027690,13780020670,7540011310,1040001560,44460066690,0,34060051090,34320051480,Y
s118,0.728,21000000000,15100000000,28850000000,28340042510,0,52001170,4160006240,0,0,0,13000910,0,0,0,0,0,0,0,0,0,0,78002340,2860004290,2769083070,2756082680,19508190,0,0,0,137841340,135240560,19240028860,3640005460,260000390,0,0,0,0,0,0,6240009360,3380005070,0,0,0,0,0,0,0,9360014040,0,0,0,0,5200007800,5460008190,0,0,26520039780,260000390,0,260000390,260000390,260000390,0,260000390,260000390,0,42380063570,0,0,0,13000390,0,0,0,0,0,0,1040001560,0,0,0,0,4680007020,5200007800,4680007020,4940007410,0,9100013650,5460008190,0,15600023400,9100013650,5720008580,3900005850,34840052260,0,26000039000,25480038220,N
s119,0.595,7300000000,5225000000,12275000000,9880014820,0,0,780001170,0,0,0,0,0,780001170,0,299008970,0,0,0,0,0,0,767023010,1820002730,104003120,91002730,19508190,0,0,0,45513650,48114430,7020010530,780001170,260000390,0,0,0,0,52001560,0,1040001560,1560002340,0,0,0,2600003900,0,0,0,260000390,0,0,0,0,2600003900,2600003900,0,0,10920016380,0,0,0,0,0,0,0,0,0,10140015210,442006630,0,0,0,0,0,0,0,1300001950,2860004290,5460008190,2600003900,0,0,0,1560002340,1300001950,4160006240,3900005850,2860004290,3380005070,1820002730,260000390,5720008580,4680007020,3380005070,780001170,15860023790,0,9100013650,9100013650,Y
s121,0.616,11100000000,7925000000,18025000000,16640024960,0,0,780001170,0,0,0,0,0,1300001950,0,637019110,0,0,0,0,0,0,2912087360,1040001560,936028080,858025740,71530030,0,0,0,72821840,71521450,10660015990,1040001560,260000390,0,0,0,0,13000390,0,1040001560,2080003120,0,0,0,4940007410,0,0,0,0,0,0,0,0,3380005070,3380005070,0,0,15600023400,0,0,0,0,0,0,0,0,0,24180036270,0,0,0,0,0,0,0,0,260000390,3640005460,5720008580,0,0,260000390,0,2340003510,2340003510,7020010530,6760010140,4420006630,5460008190,1820002730,0,9100013650,8060012090,6240009360,1300001950,29380044070,0,15860023790,15860023790,Y
s1213,1.186,12725000000,9475000000,10725000000,10140015210,0,0,2860004290,0,0,0,0,0,780001170,0,442013260,0,0,0,0,0,0,325009750,3380005070,13000390,13000390,0,0,0,0,85825740,91027300,11700017550,520000780,260000390,0,0,0,0,0,0,2860004290,3380005070,0,0,0,3120004680,0,0,0,0,0,0,0,26000390,2340003510,2600003900,0,0,9360014040,0,0,0,0,0,0,0,0,0,1560002340,104001560,0,1391041730,1339040170,0,0,0,0,0,4420006630,9360014040,260000390,0,0,0,2080003120,2080003120,4680007020,4680007020,3120004680,3900005850,260000390,0,9360014040,6240009360,3120004680,3380005070,19500029250,0,9880014820,9880014820,Y
s122,0.558,32150000000,23100000000,57650000000,53560080340,0,0,2600003900,0,0,0,0,0,1820002730,0,0,0,0,0,0,0,0,26000780,6760010140,13000390,13000390,0,0,0,0,208062400,206762010,30160045240,0,0,0,0,0,0,0,0,7800011700,6500009750,0,0,0,0,0,0,0,6240009360,0,0,0,0,6240009360,12480018720,0,0,49660074490,0,0,0,0,0,0,0,0,0,260000390,0,0,0,117003510,0,0,0,0,0,520000780,4420006630,0,0,0,0,3120004680,3120004680,8320012480,9100013650,5980008970,22360033540,13000019500,0,27040040560,19500029250,12740019110,2860004290,65260097890,0,47580071370,47580071370,Y
s123,0.934,44850000000,32300000000,48025000000,44980067470,0,0,10920016380,0,0,0,0,0,1560002340,0,0,0,0,0,0,0,0,0,7020010530,0,0,0,0,0,0,291287360,292587750,42120063180,260000390,0,0,0,0,0,13000390,0,11440017160,12740019110,0,0,0,0,0,0,0,8840013260,0,0,0,0,8580012870,9100013650,0,0,42120063180,0,0,0,0,0,0,0,0,0,0,338005070,0,0,143004290,0,0,0,0,0,2080003120,7020010530,520000780,0,0,0,5980008970,5980008970,11440017160,6760010140,5980008970,18200027300,5980008970,0,31200046800,19760029640,7020010530,10660015990,60060090090,0,41860062790,42120063180,N
s1232,3.147,41850000000,30050000000,13300000000,12480018720,0,52001170,28080042120,0,0,0,13000910,0,520000780,0,0,0,0,0,0,0,0,13000390,0,2678080340,793023790,1885791700,0,0,0,266579950,267880340,38220057330,27820041730,24180036270,0,0,1560002340,0,923027690,0,5460008190,3120004680,0,0,0,0,0,0,0,2340003510,0,0,0,0,1300001950,2860004290,260000390,0,12480018720,0,0,260000390,260000390,260000390,0,260000390,0,13260019890,236340354510,130001950,0,0,0,0,0,0,0,13000019500,27300040950,35360053040,21580032370,0,0,0,2080003120,2340003510,2860004290,3120004680,2600003900,3900005850,2340003510,1300001950,10400015600,4940007410,2080003120,28340042510,18200027300,0,11180016770,10920016380,Y
s124,0.639,11750000000,8450000000,18400000000,17160025740,0,0,780001170,0,0,0,0,0,520000780,0,0,0,0,0,0,0,0,13000390,3380005070,0,0,0,0,0,0,74122230,75422620,10920016380,0,260000390,0,0,0,0,13000390,0,2860004290,3380005070,0,0,0,2860004290,0,0,0,0,0,0,0,0,2860004290,2860004290,0,0,16380024570,0,0,0,0,0,0,0,0,0,0,338005070,0,0,1599047970,0,0,0,0,0,6760010140,11440017160,780001170,0,0,0,4680007020,4680007020,3640005460,3640005460,1560002340,4160006240,1560002340,0,10140015210,7280010920,3900005850,1040001560,23920035880,0,16380024570,16380024570,N
s1244,1.477,141675000000,104575000000,95900000000,89960134940,0,0,42900064350,13000910,0,0,0,0,3380005070,0,0,0,0,0,0,0,0,0,10140015210,0,0,0,0,0,0,941482360,940181970,133380200070,0,260000390,0,0,0,0,13000390,0,34320051480,25740038610,0,22360033540,0,0,0,0,0,35880053820,0,0,0,26000390,11960017940,17940026910,0,0,83980125970,260000390,0,260000390,0,0,0,0,0,0,0,338005070,0,0,0,0,0,0,0,0,1560002340,15080022620,520000780,0,260000390,0,19240028860,17160025740,13780020670,16380024570,12220018330,24180036270,12220018330,0,68900103350,34320051480,8580012870,63960095940,114400171600,0,83980125970,83720125580,N
s125,0.758,5950000000,4300000000,7850000000,7800011700,0,0,1040001560,0,0,0,0,0,520000780,0,0,0,0,0,0,0,0,741022230,1300001950,156004680,130003900,32513650,0,0,0,41612480,42912870,5980008970,520000780,260000390,0,0,0,0,13000390,0,1040001560,1560002340,0,0,0,2340003510,0,0,0,0,0,0,0,0,1040001560,1300001950,0,0,5720008580,0,0,0,0,0,0,0,0,0,6760010140,208003120,0,0,0,0,0,0,0,780001170,3640005460,4940007410,1040001560,0,0,0,1300001950,1300001950,2600003900,2600003900,1300001950,2080003120,1300001950,0,4940007410,3900005850,2340003510,780001170,12480018720,0,7280010920,7280010920,Y
s1251,0.663,36000000000,27075000000,54325000000,50960076440,0,0,4420006630,0,0,0,0,0,3380005070,0,0,0,0,0,0,0,0,6721201630,9100013650,1144034320,988029640,175573710,0,0,0,247074100,248374490,35100052650,3900005850,1560002340,0,0,0,0,13000390,0,3900005850,7800011700,0,260000390,0,18460027690,0,0,0,0,0,0,0,0,12220018330,11960017940,0,260000390,47580071370,0,0,260000390,0,0,0,0,0,520000780,78260117390,0,0,0,5746172380,0,0,0,0,7800011700,27820041730,32500048750,0,0,260000390,0,9360014040,9360014040,20800031200,21320031980,11700017550,14040021060,3900005850,0,29900044850,26000039000,18460027690,3640005460,89700134550,0,47840071760,47840071760,Y
s126,2.992,9200000000,6625000000,3075000000,2860004290,0,0,6240009360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,273008190,260000390,26000780,13000390,19508190,0,0,0,58517550,58517550,8580012870,3380005070,5460008190,0,0,260000390,0,208006240,0,1040001560,780001170,0,0,0,0,0,0,0,1300001950,0,0,0,0,520000780,520000780,0,0,2600003900,0,0,0,0,0,0,0,0,2080003120,9100013650,208003120,0,0,5330159900,0,0,0,0,3900005850,4680007020,8060012090,6500009750,0,0,0,780001170,1040001560,780001170,780001170,520000780,780001170,520000780,260000390,2340003510,1300001950,520000780,6240009360,4160006240,0,2600003900,2600003900,N
s127,0.475,11025000000,7900000000,23225000000,22880034320,0,0,520000780,0,0,0,0,0,780001170,0,0,0,0,0,0,0,0,221006630,3120004680,52001560,39001170,6502730,0,0,0,66319890,66319890,9620014430,260000390,0,0,0,0,0,52001560,0,1300001950,2080003120,0,0,0,5460008190,0,0,0,0,0,0,0,26000390,3640005460,4420006630,0,260000390,22100033150,0,0,0,0,0,0,0,0,0,2860004290,546008190,0,0,390011700,0,0,0,0,1040001560,5980008970,10140015210,2600003900,0,0,0,7020010530,6760010140,4680007020,4680007020,3120004680,3640005460,1560002340,0,10400015600,8840013260,6500009750,520000780,31200046800,0,21840032760,21840032760,Y
s1279,0.522,9625000000,6950000000,18425000000,18200027300,0,0,260000390,0,0,0,0,0,520000780,0,0,0,0,0,0,0,0,520015600,3640005460,143004290,143004290,19508190,0,0,0,59817940,58517550,8320012480,260000390,0,0,0,0,0,0,0,1040001560,2080003120,0,0,0,2860004290,0,0,0,0,0,0,0,0,2340003510,3380005070,0,0,16380024570,0,0,0,0,0,0,0,0,0,5720008580,0,0,0,0,0,0,0,0,520000780,6760010140,9360014040,0,0,0,0,3900005850,4420006630,4680007020,4940007410,1560002340,5720008580,1560002340,0,9360014040,7800011700,5460008190,520000780,26780040170,0,18980028470,18980028470,Y
s128,0.406,20775000000,15225000000,51225000000,47580071370,0,0,780001170,0,0,0,0,0,3380005070,0,0,0,0,0,0,0,0,1534046020,8320012480,338010140,312009360,19508190,0,0,0,139141730,140442120,20020030030,520000780,260000390,0,0,0,0,13000390,0,1040001560,2340003510,0,0,0,0,0,0,0,11960017940,0,0,0,0,9100013650,8840013260,0,0,45240067860,0,0,260000390,0,0,0,0,0,0,8060012090,312004680,0,0,5369161070,0,0,0,0,0,6240009360,12740019110,520000780,0,260000390,0,6240009360,6240009360,11960017940,12220018330,11960017940,15080022620,5720008580,5460008190,18460027690,17680026520,15080022620,1040001560,74880112320,0,44980067470,44720067080,Y
s1281,0.672,49500000000,36100000000,73650000000,68640102960,0,0,4160006240,0,0,0,0,0,3380005070,0,0,0,0,0,0,0,0,1469044070,15340023010,403012090,364010920,32513650,0,0,0,326397890,325097500,46800070200,1300001950,260000390,0,0,0,0,0,0,7280010920,15340023010,0,0,0,30160045240,0,0,0,0,0,0,0,0,10920016380,15080022620,0,0,66040099060,0,0,0,0,0,0,0,0,0,12220018330,0,0,0,5798173940,0,0,0,0,260000390,31200046800,44980067470,0,0,0,0,16380024570,16380024570,19760029640,21840032760,11960017940,18460027690,5980008970,0,41600062400,34320051480,18980028470,4680007020,107640161460,0,66040099060,66040099060,Y
s131,0.609,18300000000,13475000000,30050000000,28600042900,0,0,1560002340,0,0,0,0,0,2080003120,0,1066031980,0,0,0,0,0,0,4927147810,2080003120,1560046800,1456043680,117049140,0,0,0,123537050,122236660,17420026130,1820002730,1040001560,0,0,0,0,0,0,1560002340,3380005070,0,0,0,7540011310,0,0,0,0,0,0,0,0,3900005850,7540011310,0,0,26520039780,0,0,0,260000390,0,0,0,0,0,40820061230,0,0,0,13000390,0,0,0,0,260000390,6240009360,9360014040,0,0,0,0,3640005460,3900005850,11180016770,11440017160,7280010920,8840013260,2600003900,0,15340023010,13520020280,10400015600,1820002730,49140073710,0,26780040170,26520039780,Y
s13110,1.511,5325000000,3800000000,3525000000,2860004290,0,0,2340003510,0,0,0,0,0,0,0,0,0,0,0,0,0,0,156004680,520000780,0,0,0,0,0,0,41612480,37711310,5460008190,520000780,0,0,0,0,0,0,0,1300001950,780001170,0,260000390,0,1300001950,0,0,0,0,0,0,0,0,780001170,780001170,0,0,3120004680,0,0,0,260000390,0,0,0,0,0,520000780,0,0,0,0,0,0,0,0,0,0,260000390,0,0,0,0,520000780,520000780,520000780,520000780,0,260000390,520000780,0,1820002730,520000780,260000390,2600003900,2600003900,0,2600003900,2860004290,Y
s132,0.394,14225000000,10375000000,36125000000,34580051870,0,0,0,13000910,0,0,0,0,1820002730,0,702021060,0,0,0,0,0,0,0,6240009360,0,0,0,0,0,0,92327690,96228860,12740019110,0,0,0,0,0,0,0,0,520000780,3120004680,0,0,0,9100013650,0,0,0,1040001560,0,0,0,0,4940007410,7540011310,0,0,29900044850,0,0,0,0,0,0,0,0,0,0,0,0,0,494014820,0,0,0,0,0,0,0,0,0,0,0,4940007410,5460008190,7800011700,7800011700,5720008580,11700017550,3900005850,780001170,13260019890,13000019500,9880014820,0,48100072150,0,32240048360,32500048750,Y
s1351,0.807,38800000000,28875000000,48050000000,45240067860,0,0,9620014430,0,0,0,0,0,3380005070,0,0,0,0,0,0,0,0,10049301470,780001170,2730081900,2210066300,507212940,0,0,0,252275660,250975270,35100052650,9100013650,4420006630,260000390,0,260000390,0,182005460,0,5720008580,8060012090,0,0,0,12220018330,0,0,0,0,0,0,0,0,9100013650,9100013650,0,0,42640063960,0,0,0,260000390,0,0,0,0,2600003900,139100208650,1898028470,0,0,0,0,0,0,0,8840013260,20800031200,30680046020,10920016380,0,0,0,8320012480,8320012480,17940026910,18460027690,12220018330,1040001560,4940007410,0,27040040560,20800031200,12480018720,9100013650,66300099450,0,42120063180,42120063180,Y
s141,0.523,17975000000,13300000000,34400000000,31200046800,0,52001170,2340003510,0,0,0,0,0,1300001950,0,0,0,0,0,0,0,0,26000780,2600003900,3198095940,2938088140,247103740,0,0,0,128738610,128738610,18200027300,2080003120,1820002730,0,0,3380005070,0,1157034710,0,2340003510,3640005460,0,0,0,0,0,0,0,4680007020,0,0,0,0,5200007800,7800011700,0,0,31460047190,0,0,0,520000780,0,0,260000390,260000390,520000780,88140132210,0,0,0,26000780,0,0,0,0,520000780,2600003900,9360014040,0,0,0,0,3380005070,6500009750,7020010530,6760010140,4420006630,9620014430,4420006630,0,14300021450,11960017940,8580012870,1820002730,42900064350,0,29640044460,28860043290,N
s1421,0.679,16325000000,12450000000,24050000000,23140034710,0,0,1820002730,0,0,0,0,0,1820002730,0,0,0,0,0,0,0,0,4719141570,780001170,1456043680,1378041340,52021840,0,0,0,104031200,105331590,14560021840,1560002340,520000780,260000390,0,0,0,0,0,2860004290,4160006240,0,0,0,5720008580,0,0,0,0,0,0,0,0,4680007020,4680007020,0,0,21580032370,0,0,0,260000390,0,0,0,0,0,33800050700,312004680,0,0,0,0,0,0,0,260000390,3380005070,5460008190,1560002340,0,0,0,5460008190,5200007800,8840013260,9100013650,5980008970,780001170,2600003900,0,13520020280,10660015990,6500009750,1820002730,33540050310,0,21580032370,21580032370,Y
s151,0.62,18625000000,13550000000,30050000000,28080042120,0,0,2080003120,0,0,0,0,0,2340003510,0,1118033540,0,0,0,0,0,0,5018150540,1820002730,1586047580,1456043680,110546410,0,0,0,119635880,115734710,16640024960,1820002730,1300001950,0,0,0,0,13000390,0,1560002340,3380005070,0,0,0,7280010920,0,0,0,0,0,0,0,0,3900005850,7280010920,0,0,27040040560,0,0,0,0,0,0,0,0,0,42120063180,0,0,0,0,0,0,0,0,520000780,6500009750,9880014820,0,0,0,0,3900005850,3900005850,11180016770,11180016770,7540011310,8840013260,2600003900,0,15340023010,13780020670,10400015600,2080003120,48620072930,0,26000039000,26520039780,Y
